timestamp(ms),ADXL_X,ADXL_Y,ADXL_Z,ADXL_T,LIS_X,LIS_Y,LIS_Z,LIS_T
1776664715,0.031624,-0.06966,0.977535,0.980524,0.198,,,
1776664715,,,,,,0.06,1.073,1.0928
1776664715,0.037109,-0.071648,0.974937,0.978271,0.161,0.051,1.065,1.0783
1776664715,0.037109,-0.071648,0.974937,0.978271,0.129,,,
1776664715,,,,,,0.049,1.056,1.065
1776664715,0.028316,-0.068356,0.978359,0.981153,0.11,0.047,1.06,1.0667
1776664715,0.034328,-0.075787,0.973564,,,,,
1776664715,,,,0.977113,0.092,0.047,1.067,1.072
1776664715,0.034328,-0.075787,0.973564,0.977113,0.083,0.046,1.065,1.0692
1776664715,0.03582,-0.071373,0.979607,,,,,
1776664715,,,,0.982856,0.08,0.044,1.064,1.0679
1776664715,0.027042,-0.069626,0.983707,0.986539,0.08,0.043,1.06,1.0639
1776664715,0.027042,-0.069626,0.983707,0.986539,0.077,,,
1776664715,,,,,,0.045,1.06,1.0637
1776664715,0.036449,-0.073193,0.973415,0.976843,0.079,0.045,1.063,1.0669
1776664715,0.036449,-0.073193,0.973415,0.976843,0.074,0.044,1.069,1.0725
1776664715,0.032116,-0.067883,0.975998,0.978883,0.075,0.039,1.068,1.0713
1776664715,0.029633,-0.069298,0.977741,0.980642,0.076,,,
1776664715,,,,,,0.043,1.068,1.0716
1776664715,0.029633,,,,,,,
1776664715,,-0.069298,0.977741,0.980642,0.074,0.039,1.07,1.0733
1776664715,0.035229,-0.072948,0.974331,0.977693,0.075,0.041,1.07,1.0734
1776664715,0.029724,-0.070873,0.980694,0.983701,0.073,0.038,1.068,1.0712
1776664715,0.029724,-0.070873,0.980694,0.983701,0.071,0.037,1.069,
1776664715,,,,,,,,1.072
1776664715,0.028885,-0.071411,0.980648,0.983669,0.073,0.036,1.075,1.0781
1776664715,0.032482,-0.07,0.980377,0.98341,0.068,0.036,1.073,
1776664715,,,,,,,,1.0758
1776664715,0.032482,-0.07,0.980377,0.98341,0.073,0.036,1.073,1.0761
1776664715,0.030434,-0.067802,0.980549,0.983361,0.071,0.034,,
1776664715,,,,,,,1.071,1.0739
1776664715,0.030434,-0.067802,0.980549,0.983361,0.071,0.036,1.066,1.069
1776664715,0.031414,-0.068703,0.978058,0.980971,0.068,0.036,1.065,1.0678
1776664715,0.030983,-0.068432,0.977512,0.980394,0.068,0.037,1.068,1.0708
1776664715,0.030983,-0.068432,0.977512,0.980394,0.072,0.04,1.071,1.0742
1776664715,0.029858,-0.068306,0.978539,0.981374,0.07,0.037,1.071,1.0739
1776664715,0.031784,-0.069008,0.979042,0.981986,0.071,0.04,1.072,1.0751
1776664715,0.031784,-0.069008,0.979042,0.981986,0.069,0.038,1.074,1.0769
1776664715,0.031509,-0.069996,0.981163,0.984161,0.07,0.04,1.072,1.075
1776664715,0.031509,-0.069996,0.981163,0.984161,0.071,0.038,1.072,1.075
1776664715,0.03088,-0.071144,0.979927,0.982991,0.078,0.041,1.067,1.0706
1776664715,0.029652,-0.069859,0.980465,0.983398,0.076,0.036,1.066,1.0693
1776664715,0.029652,-0.069859,0.980465,0.983398,0.075,0.039,1.066,1.0693
1776664715,0.031784,-0.069618,0.977428,0.98042,0.075,0.034,1.067,1.0702
1776664715,0.031548,-0.070599,0.976303,0.979361,0.075,0.039,1.069,1.0723
1776664715,0.031548,-0.070599,0.976303,0.979361,0.076,0.041,1.068,1.0715
1776664715,0.029728,-0.071468,0.976994,0.980055,0.074,0.044,1.068,1.0715
1776664715,0.031937,-0.071583,0.977173,0.980312,0.071,0.04,1.066,1.0691
1776664715,0.031937,-0.071583,0.977173,0.980312,0.074,0.037,1.066,1.0692
1776664715,0.030846,-0.07045,0.976963,0.979985,0.071,0.036,1.062,1.065
1776664715,0.030846,-0.07045,0.976963,0.979985,0.073,0.035,1.063,1.0661
1776664715,0.030899,-0.069794,0.978451,0.981423,0.076,0.039,1.068,1.0714
1776664715,0.031387,-0.069965,0.979103,0.982101,0.073,0.037,1.068,1.0711
1776664715,0.031387,-0.069965,0.979103,0.982101,0.072,0.037,1.068,1.0711
1776664715,0.031834,-0.07077,0.978199,0.981272,0.072,0.038,1.068,1.0711
1776664715,0.031235,-0.070915,0.977654,0.98072,0.073,0.04,1.066,1.0692
1776664715,0.031235,-0.070915,0.977654,0.98072,0.072,0.04,1.066,1.0692
1776664715,0.031876,-0.069866,0.976673,0.979688,0.07,0.043,1.068,1.0712
1776664715,0.032021,-0.069473,0.977432,0.980421,0.068,,,
1776664715,,,,,,0.044,1.066,1.0691
1776664715,0.032021,-0.069473,0.977432,0.980421,0.074,0.037,1.073,1.0762
1776664715,0.031029,-0.069038,0.978409,0.981332,0.064,0.035,1.073,
1776664715,,,,,,,,1.0755
1776664715,0.031029,-0.069038,0.978409,0.981332,0.071,0.039,1.071,1.0741
1776664715,0.030064,-0.07066,0.978626,0.981634,0.07,0.037,1.078,1.0809
1776664715,0.030079,-0.070892,0.979843,0.982865,0.071,0.036,1.087,1.0899
1776664715,0.030079,-0.070892,0.979843,0.982865,0.069,0.04,1.08,1.0829
1776664715,0.031254,-0.069611,0.978256,0.981228,0.077,0.037,1.065,1.0684
1776664715,0.031227,-0.068806,0.97776,0.980676,0.082,0.043,1.079,1.083
1776664715,0.031227,-0.068806,0.97776,0.980676,0.071,0.038,1.053,1.0561
1776664715,0.030796,-0.06995,0.977818,0.9808,0.083,0.042,1.068,1.072
1776664715,0.030796,-0.06995,0.977818,0.9808,0.068,0.039,1.075,1.0779
1776664715,0.030884,-0.071827,0.976978,0.980102,0.069,0.039,1.065,1.0679
1776664715,0.031303,,,,,,,
1776664715,,-0.070885,0.977612,0.980678,0.075,0.042,1.066,1.0695
1776664715,0.031303,-0.070885,0.977612,0.980678,0.07,0.036,1.075,1.0779
1776664715,0.031845,-0.070282,0.977924,0.980964,0.072,0.042,1.083,1.0862
1776664715,0.031517,-0.070889,0.977905,0.980978,0.065,0.038,1.073,1.0756
1776664715,0.031517,-0.070889,0.977905,0.980978,0.067,0.043,1.084,1.0869
1776664715,0.030193,-0.070507,0.979618,0.982616,0.074,0.041,1.071,1.0743
1776664715,0.028591,-0.070484,0.978691,0.981642,0.071,0.038,1.078,1.081
1776664715,0.028591,-0.070484,0.978691,0.981642,,,,
1776664715,,,,,0.067,0.037,1.078,1.0807
1776664715,0.029846,-0.069847,0.979977,0.982916,0.068,0.038,1.071,1.0738
1776664715,0.029846,-0.069847,0.979977,0.982916,0.067,0.038,,
1776664715,,,,,,,1.077,1.0798
1776664715,0.029198,-0.068859,0.979897,0.982747,0.067,0.039,1.066,1.0688
1776664715,0.029335,-0.068611,0.978901,0.981741,0.071,0.038,1.067,
1776664715,,,,,,,,1.07
1776664715,0.029335,-0.068611,0.978901,0.981741,0.066,0.037,1.065,1.0677
1776664715,0.028709,-0.068188,0.979408,0.982199,0.07,0.033,1.066,
1776664715,,,,,,,,1.0688
1776664715,0.026852,-0.06741,0.978874,0.98156,0.066,0.029,1.073,1.0754
1776664715,0.026852,-0.06741,0.978874,0.98156,0.063,0.03,1.072,
1776664715,,,,,,,,1.0743
1776664715,0.029858,-0.067329,0.979557,0.982322,0.063,0.03,1.071,1.0733
1776664715,0.029331,-0.066708,0.980366,0.98307,0.066,0.034,1.072,1.0746
1776664715,0.029331,-0.066708,0.980366,0.98307,0.062,0.035,1.07,1.0724
1776664715,0.029488,-0.06855,0.979374,0.982213,0.066,0.037,1.066,1.0687
1776664715,0.029488,-0.06855,0.979374,0.982213,0.065,0.036,1.072,1.0746
1776664715,0.030418,-0.068611,0.978657,0.98153,0.065,0.031,1.072,1.0744
1776664715,0.028206,-0.067978,0.979115,0.981877,0.064,0.031,1.069,1.0714
1776664715,0.028206,-0.067978,0.979115,0.981877,0.063,0.035,1.069,1.0714
1776664715,0.029823,-0.068295,0.979321,0.982152,0.064,0.036,1.074,1.0765
1776664715,0.030128,-0.068512,0.978519,0.981378,,,,
1776664715,,,,,0.067,0.032,1.071,1.0736
1776664715,0.030128,-0.068512,,,,,,
1776664715,,,0.978519,0.981378,0.068,0.03,1.07,1.0726
1776664715,0.029324,-0.07016,0.97823,0.981181,0.068,0.029,,
1776664715,,,,,,,1.069,1.0716
1776664715,0.029266,-0.06897,0.979015,0.981878,0.068,0.032,1.068,1.0706
1776664715,0.029266,-0.06897,0.979015,,,,,
1776664715,,,,0.981878,0.067,0.032,1.07,1.0726
1776664715,0.028378,-0.068024,0.978931,0.981702,0.067,0.026,1.071,1.0734
1776664715,0.028378,-0.068024,0.978931,0.981702,,,,
1776664715,,,,,0.069,0.028,1.073,1.0756
1776664715,0.029091,-0.067902,0.979073,0.981855,0.065,0.028,1.071,1.0733
1776664715,0.029415,-0.068916,0.979103,0.981966,,,,
1776664715,,,,,0.067,0.03,1.068,1.0705
1776664715,0.029415,-0.068916,0.979103,0.981966,0.072,0.033,,
1776664715,,,,,,,1.068,1.0709
1776664715,0.029438,-0.069,0.978779,,,,,
1776664715,,,,0.981649,0.07,0.032,1.067,1.0698
1776664715,0.030582,-0.068443,0.97823,0.981098,0.067,0.032,1.067,1.0696
1776664715,0.030582,,,,,,,
1776664715,,-0.068443,0.97823,0.981098,0.068,0.031,1.07,1.0726
1776664715,0.030037,-0.068066,0.978619,0.981443,0.07,0.034,,
1776664715,,,,,,,1.067,1.0698
1776664715,0.030037,-0.068066,0.978619,0.981443,,,,
1776664715,,,,,0.068,0.035,1.068,1.0707
1776664715,0.029514,-0.069031,0.978397,0.981274,0.068,0.035,1.071,1.0737
1776664715,0.02993,-0.069088,0.979374,0.982264,0.071,0.034,1.073,1.0759
1776664715,0.02993,-0.069088,0.979374,0.982264,0.074,0.037,1.069,1.0722
1776664715,0.029957,-0.069317,0.979454,0.982361,,,,
1776664715,,,,,0.069,0.036,1.071,1.0738
1776664715,0.030594,-0.068787,0.979229,0.982119,0.067,0.035,1.067,1.0697
1776664715,0.030594,-0.068787,0.979229,0.982119,0.066,,,
1776664715,,,,,,0.034,1.074,1.0766
1776664715,0.030701,-0.068142,0.978031,0.980883,0.068,0.031,1.073,1.0756
1776664715,0.029507,-0.068916,0.97802,0.980889,0.067,,,
1776664715,,,,,,0.028,1.072,1.0745
1776664715,0.029507,-0.068916,0.97802,0.980889,0.072,0.033,1.068,1.0709
1776664715,0.029552,-0.070259,0.978138,0.981103,0.073,0.036,1.066,1.0691
1776664715,0.029552,-0.070259,0.978138,0.981103,0.074,0.038,1.065,1.0682
1776664715,0.031082,-0.070129,0.977505,0.98051,,,,
1776664715,,,,,0.075,0.04,1.065,1.0684
1776664715,0.031612,-0.069408,0.978607,0.981575,0.073,0.039,1.065,1.0682
1776664715,0.031612,-0.069408,0.978607,0.981575,,,,
1776664715,,,,,0.073,0.046,1.068,1.0715
1776664715,0.031708,-0.070316,0.976933,0.979973,0.072,0.043,1.07,1.0733
1776664715,0.031841,-0.070564,0.977535,0.980596,0.07,,,
1776664715,,,,,,0.039,1.067,1.07
1776664715,0.031841,-0.070564,0.977535,0.980596,0.071,0.039,1.068,1.0711
1776664715,0.030243,-0.070114,0.978157,0.981133,0.075,0.039,,
1776664715,,,,,,,1.068,1.0713
1776664715,0.031944,-0.071301,0.977875,0.980991,0.07,0.039,1.068,1.071
1776664715,0.031944,-0.071301,0.977875,0.980991,,,,
1776664715,,,,,0.072,0.04,1.065,1.0682
1776664715,0.031803,-0.070278,0.977406,0.980445,0.078,0.037,1.071,1.0745
1776664715,0.031803,-0.070278,0.977406,0.980445,0.073,,,
1776664715,,,,,,0.031,1.069,1.0719
1776664715,0.031689,-0.069759,0.977261,0.98026,0.081,0.038,1.071,1.0747
1776664715,0.032127,-0.070675,0.976807,0.979887,0.076,0.038,1.06,1.0634
1776664715,0.032127,-0.070675,0.976807,0.979887,0.068,0.039,1.066,1.0689
1776664715,0.030251,-0.070751,0.9781,0.981122,0.071,0.039,1.063,
1776664716,,,,,,,,1.0661
1776664716,0.03133,-0.070709,0.977654,0.980708,0.067,0.033,1.057,1.0596
1776664716,0.03133,-0.070709,0.977654,0.980708,0.073,0.036,1.079,1.0821
1776664716,0.031479,-0.069824,0.977928,0.980923,0.06,0.036,1.07,1.0723
1776664716,0.031479,-0.069824,0.977928,0.980923,0.069,0.035,1.08,1.0828
1776664716,0.029888,-0.069744,0.979485,0.982419,0.061,0.036,1.086,1.0883
1776664716,0.031094,-0.070602,0.978374,0.981411,0.072,0.035,1.073,1.076
1776664716,0.031094,-0.070602,0.978374,0.981411,0.074,0.03,1.079,1.082
1776664716,0.029404,-0.069466,0.979832,0.982731,0.068,0.026,1.085,1.0874
1776664716,0.029491,-0.068874,0.978699,0.981562,0.072,0.035,1.081,1.084
1776664716,0.029491,-0.068874,0.978699,0.981562,0.067,0.029,1.075,1.0775
1776664716,0.030483,-0.069473,0.979637,0.98257,0.068,0.034,1.089,1.0917
1776664716,0.029827,-0.070255,0.978947,0.981918,0.064,0.037,1.07,1.0726
1776664716,0.029827,-0.070255,0.978947,0.981918,0.066,0.035,1.081,1.0836
1776664716,0.030037,-0.069763,0.977528,0.980474,0.064,0.032,,
1776664716,,,,,,,1.081,1.0834
1776664716,0.030037,-0.069763,0.977528,0.980474,0.066,0.033,1.066,1.0686
1776664716,0.030582,-0.068634,0.9781,0.980982,0.065,0.036,1.071,1.0736
1776664716,0.028801,-0.069118,0.978237,0.981099,0.068,0.036,1.064,1.0668
1776664716,0.028801,-0.069118,0.978237,0.981099,0.074,0.029,1.07,1.0729
1776664716,0.030102,-0.070328,0.978092,0.981079,0.072,0.039,1.066,1.0691
1776664716,0.029621,-0.069653,0.978821,0.981743,0.072,0.039,,
1776664716,,,,,,,1.062,1.0652
1776664716,0.029621,-0.069653,0.978821,0.981743,0.069,0.034,1.064,1.0668
1776664716,0.028999,-0.068626,0.978577,,,,,
1776664716,,,,0.981409,0.071,0.032,1.064,1.0668
1776664716,0.030495,-0.068302,0.978111,0.980967,0.066,0.03,1.064,1.0665
1776664716,0.030495,-0.068302,0.978111,0.980967,0.068,0.03,,
1776664716,,,,,,,1.066,1.0686
1776664716,0.028934,-0.068844,0.978382,0.981228,0.068,0.03,1.072,1.0746
1776664716,0.028934,-0.068844,0.978382,0.981228,0.067,0.032,1.068,1.0706
1776664716,0.029224,-0.068855,0.97905,0.981903,0.07,0.033,1.072,1.0748
1776664716,0.029362,-0.069611,0.978966,0.981877,0.068,0.034,1.074,
1776664716,,,,,,,,1.0767
1776664716,0.029362,-0.069611,0.978966,0.981877,0.07,0.03,1.072,1.0747
1776664716,0.029789,-0.068707,0.979324,0.982183,0.068,0.037,,
1776664716,,,,,,,1.075,1.0778
1776664716,0.029964,-0.06765,0.978535,0.981328,0.066,0.032,1.072,1.0745
1776664716,0.029964,-0.06765,0.978535,0.981328,0.069,0.034,1.07,
1776664716,,,,,,,,1.0728
1776664716,0.029705,-0.068272,0.978523,0.981352,0.067,0.031,1.07,1.0725
1776664716,0.029705,-0.068272,0.978523,0.981352,0.066,0.031,1.071,1.0735
1776664716,0.028309,-0.069649,0.978161,0.981046,0.068,0.03,1.07,1.0726
1776664716,0.029266,-0.069538,0.979168,0.98207,0.066,0.03,1.069,1.0715
1776664716,0.029266,-0.069538,0.979168,0.98207,0.065,0.028,1.068,1.0703
1776664716,0.029827,-0.069077,0.979156,0.982043,0.064,0.033,1.066,1.0684
1776664716,0.030144,-0.068737,0.979488,0.98236,0.067,0.035,1.066,1.0687
1776664716,0.030144,-0.068737,0.979488,0.98236,0.068,0.03,1.066,1.0686
1776664716,0.02953,-0.069279,0.978569,0.981463,0.066,0.032,1.068,1.0705
1776664716,0.028042,-0.069134,0.979347,0.982185,0.063,0.029,1.068,1.0702
1776664716,0.028042,-0.069134,0.979347,0.982185,0.068,0.034,1.066,1.0687
1776664716,0.02927,-0.068974,0.979271,0.982133,0.065,0.03,1.068,1.0704
1776664716,0.02927,-0.068974,0.979271,0.982133,0.069,0.031,1.069,1.0717
1776664716,0.030457,-0.068687,0.977791,0.980673,0.064,0.034,,
1776664716,,,,,,,1.071,1.0734
1776664716,0.029766,-0.067932,0.97847,0.981277,0.062,0.035,1.066,1.0684
1776664716,0.029766,-0.067932,0.97847,0.981277,0.065,0.039,1.065,1.0677
1776664716,0.029678,-0.069523,0.977718,0.980636,0.065,0.036,1.067,1.0696
1776664716,0.029381,-0.068901,0.97797,0.980834,0.069,0.035,1.068,1.0708
1776664716,0.029381,-0.068901,0.97797,0.980834,0.07,0.037,1.067,1.0699
1776664716,0.029533,-0.068348,0.979362,0.982189,0.071,0.031,1.07,
1776664716,,,,,,,,1.0728
1776664716,0.030003,-0.069286,0.978333,0.981242,0.067,0.029,1.069,1.0715
1776664716,0.030003,-0.069286,0.978333,0.981242,0.068,0.03,1.071,1.0736
1776664716,0.02993,-0.069309,0.978935,0.981842,0.07,0.029,1.067,1.0697
1776664716,0.02993,-0.069309,0.978935,0.981842,0.067,0.03,1.068,1.0705
1776664716,0.02969,-0.068806,0.978897,0.981761,0.066,0.031,1.069,1.0715
1776664716,0.029526,-0.068539,0.978115,0.980958,,,,
1776664716,,,,,0.063,0.033,1.069,1.0714
1776664716,0.029526,-0.068539,0.978115,0.980958,0.068,0.031,1.071,1.0736
1776664716,0.029408,-0.068123,0.979076,0.981884,0.066,,,
1776664716,,,,,,0.032,1.071,1.0735
1776664716,0.029987,-0.069477,0.978577,0.981498,,,,
1776664716,0.029987,-0.069477,0.978577,0.981498,0.069,0.034,1.071,1.0697
1776664716,0.030052,-0.070049,,,,,,1.0738
1776664716,,,0.978443,0.981408,0.072,0.036,,
1776664716,,,,,,,1.07,1.073
1776664716,0.030052,-0.070049,0.978443,,,,,
1776664716,,,,0.981408,0.071,0.032,1.068,1.0708
1776664716,0.029995,-0.069263,0.978687,0.981594,0.073,0.034,,
1776664716,,,,,,,1.075,1.078
1776664716,0.030663,-0.068897,0.977646,0.98055,0.069,,,
1776664716,,,,,,0.04,1.068,1.071
1776664716,0.030663,-0.068897,0.977646,0.98055,0.074,0.038,,
1776664716,,,,,,,1.065,1.0682
1776664716,0.030399,-0.068577,0.978138,0.98101,0.075,,,
1776664716,,,,,,0.033,1.072,1.0751
1776664716,0.029552,-0.069969,0.978397,0.981341,0.071,0.027,1.076,
1776664716,,,,,,,,1.0787
1776664716,0.029552,-0.069969,0.978397,0.981341,0.077,,,
1776664716,,,,,,0.034,1.079,1.0823
1776664716,0.030258,-0.070244,0.979134,0.982116,0.065,0.025,1.063,1.0653
1776664716,0.029922,,,,,,,
1776664716,,-0.069477,0.979347,0.982264,0.06,0.032,1.072,1.0742
1776664716,0.029922,-0.069477,0.979347,0.982264,0.062,0.025,1.068,1.0701
1776664716,0.031059,-0.069214,0.977619,0.980558,,,,
1776664716,,,,,0.066,0.028,1.067,1.0694
1776664716,0.031059,-0.069214,0.977619,0.980558,0.065,0.034,,
1776664716,,,,,,,1.074,1.0765
1776664716,0.03046,-0.068977,0.978123,0.981025,0.066,,,
1776664716,,,,,,0.038,1.064,1.0667
1776664716,0.029507,-0.070206,0.978878,0.981836,0.073,0.036,1.075,1.0781
1776664716,0.029507,-0.070206,0.978878,0.981836,,,,
1776664716,,,,,0.066,0.04,1.061,1.0638
1776664716,0.030453,-0.071053,0.978302,0.981351,0.068,0.034,,
1776664716,,,,,,,1.067,1.0697
1776664716,0.030476,-0.069859,0.978249,0.981213,0.074,,,
1776664716,,,,,,0.027,1.066,1.0689
1776664716,0.030476,-0.069859,,,,,,
1776664716,,,0.978249,0.981213,0.068,0.033,1.053,1.0557
1776664716,0.030994,-0.068871,0.977402,0.980315,0.075,0.034,1.046,
1776664716,,,,,,,,1.0492
1776664716,0.031288,-0.068859,0.977673,0.980594,0.062,0.033,,
1776664716,,,,,,,1.048,1.0504
1776664716,0.031288,-0.068859,0.977673,0.980594,0.066,0.04,1.064,1.0668
1776664716,0.02924,-0.070267,0.977779,0.980737,0.067,0.036,1.055,1.0577
1776664716,0.02924,-0.070267,0.977779,,,,,
1776664716,,,,0.980737,0.071,0.031,1.064,1.0668
1776664716,0.029919,-0.070621,0.978237,0.981239,0.066,0.027,1.075,1.0774
1776664716,0.030766,-0.069515,0.978302,,,,,
1776664716,,,,0.981251,0.071,0.03,1.068,1.0708
1776664716,0.030766,-0.069515,0.978302,0.981251,0.064,0.03,1.071,1.0733
1776664716,0.029953,-0.068752,0.978882,0.98175,0.066,,,
1776664716,,,,,,0.031,1.072,1.0745
1776664716,0.030762,-0.069477,0.978397,0.981343,0.07,0.029,1.072,1.0747
1776664716,0.030762,-0.069477,0.978397,0.981343,,,,
1776664716,,,,,0.066,0.031,1.07,1.0725
1776664716,0.029064,-0.069313,0.9781,0.980983,0.071,0.03,1.068,1.0708
1776664716,0.029064,-0.069313,0.9781,0.980983,0.07,,,
1776664716,,,,,,0.028,1.066,1.0687
1776664716,0.028728,-0.068317,0.978245,0.981048,0.068,0.029,1.069,1.0716
1776664716,0.029995,-0.068157,0.978607,0.981436,,,,
1776664716,,,,,0.068,0.031,1.069,1.0716
1776664716,0.029995,-0.068157,0.978607,0.981436,0.065,0.034,1.065,1.0675
1776664716,0.029118,-0.068111,0.978611,0.98141,0.065,0.033,1.071,1.0735
1776664716,0.030014,-0.069878,0.978725,0.981676,0.064,0.032,1.067,1.0694
1776664716,0.030014,-0.069878,0.978725,0.981676,0.065,,,
1776664716,,,,,,0.033,1.071,1.0735
1776664716,0.029114,-0.069305,0.980537,0.983415,0.065,0.032,1.071,1.0734
1776664716,0.029396,-0.068199,0.979519,0.98233,0.068,0.032,1.07,1.0726
1776664716,0.029396,-0.068199,0.979519,0.98233,0.066,0.03,1.068,1.0705
1776664716,0.030281,-0.068626,0.978535,0.981405,0.069,0.033,1.069,1.0717
1776664716,0.030281,-0.068626,0.978535,0.981405,0.069,0.033,1.068,1.0707
1776664716,0.029255,-0.068916,0.980564,0.983418,0.071,0.032,1.064,1.0668
1776664716,0.030624,-0.070004,0.977837,0.980817,0.07,0.034,1.067,1.0698
1776664716,0.030624,-0.070004,0.977837,0.980817,0.07,,,
1776664716,,,,,,0.032,1.066,1.0688
1776664716,0.030518,-0.069729,0.977592,0.980551,0.066,0.035,1.064,1.0666
1776664716,0.029404,-0.067833,0.979679,0.982465,0.069,0.033,,
1776664716,,,,,,,1.066,1.0687
1776664716,0.029404,-0.067833,0.979679,0.982465,0.068,0.031,1.064,1.0666
1776664716,0.031681,-0.069695,0.976147,0.979144,0.069,0.032,1.07,1.0727
1776664716,0.029858,-0.070484,0.97961,0.982597,0.072,0.031,1.072,1.0749
1776664716,0.029858,-0.070484,0.97961,0.982597,0.071,0.033,1.072,
1776664716,,,,,,,,1.0749
1776664716,0.029285,-0.06995,0.980042,0.982971,0.071,0.034,1.073,1.0759
1776664716,0.029285,-0.06995,0.980042,0.982971,0.068,0.036,1.073,1.0758
1776664716,0.031948,-0.070545,0.977009,0.980073,0.07,0.032,1.066,1.0688
1776664716,0.029957,-0.068516,0.980507,0.983354,0.069,0.032,1.066,1.0687
1776664716,0.029957,-0.068516,0.980507,0.983354,0.068,0.029,1.065,1.0676
1776664716,0.029736,-0.069939,0.978046,0.980995,0.074,0.032,,
1776664716,,,,,,,1.068,1.071
1776664716,0.031288,-0.071159,0.977623,0.980709,0.07,0.037,1.066,1.0689
1776664716,0.031288,-0.071159,0.977623,0.980709,0.071,0.03,,
1776664716,,,,,,,1.068,1.0708
1776664716,0.029186,-0.068844,0.979992,0.98284,0.07,0.031,1.067,1.0697
1776664716,0.031158,-0.069481,0.977158,0.98012,0.07,0.026,1.071,1.0736
1776664716,0.031158,-0.069481,0.977158,0.98012,0.069,0.031,1.069,1.0717
1776664716,0.030987,-0.069126,0.977097,0.980029,0.068,0.033,1.069,1.0717
1776664716,0.030987,-0.069126,0.977097,0.980029,0.068,0.036,1.071,1.0738
1776664716,0.029545,-0.069408,0.978577,0.98148,,,,
1776664716,,,,,0.067,0.032,1.071,1.0736
1776664716,0.030941,-0.070599,0.977474,0.980509,0.069,0.034,1.073,1.0758
1776664716,0.030941,-0.070599,0.977474,0.980509,0.07,0.033,1.069,1.0718
1776664716,0.030781,-0.069668,0.97913,0.982088,0.068,0.036,1.066,1.0688
1776664716,0.030796,-0.069218,0.978977,0.981904,0.07,0.036,1.068,1.0709
1776664716,0.030796,-0.069218,0.978977,0.981904,0.067,0.04,1.063,1.0659
1776664716,0.031349,-0.069576,0.977436,0.980411,0.074,0.032,1.067,
1776664716,,,,,,,,1.07
1776664716,0.031349,-0.069576,0.977436,0.980411,0.076,0.035,1.07,1.0733
1776664716,0.030006,-0.070015,0.978008,0.98097,0.073,0.035,1.068,1.0711
1776664716,0.030304,-0.069458,0.978134,0.981065,0.074,0.039,1.07,1.0733
1776664716,0.030304,-0.069458,0.978134,0.981065,0.065,0.038,1.072,1.0746
1776664716,0.031521,-0.069847,0.977642,0.980641,0.066,0.042,1.066,1.0689
1776664716,0.030746,-0.069214,0.978642,0.981568,0.071,0.035,1.061,
1776664716,,,,,,,,1.0639
1776664716,0.030746,-0.069214,0.978642,0.981568,0.067,0.028,1.068,1.0705
1776664716,0.030712,-0.070042,0.978649,0.981633,0.069,0.035,1.077,1.0798
1776664716,0.030678,-0.070885,0.978283,0.981327,0.067,0.031,1.06,1.0626
1776664716,0.030678,-0.070885,0.978283,0.981327,0.068,0.039,,
1776664716,,,,,,,1.077,1.0798
1776664716,0.029861,-0.06958,0.978798,0.981722,0.059,0.039,1.066,1.0683
1776664716,0.029861,-0.06958,0.978798,0.981722,0.06,0.034,1.076,1.0782
1776664716,0.030972,-0.069443,0.978489,0.981439,0.067,0.031,1.075,1.0775
1776664716,0.030537,-0.069489,0.978683,0.981622,0.07,0.033,1.068,1.0708
1776664716,0.030537,-0.069489,0.978683,0.981622,0.077,0.041,1.065,1.0686
1776664716,0.030716,-0.070446,0.978191,0.981206,0.062,0.037,1.057,1.0595
1776664716,0.031033,-0.069725,0.977741,0.980715,0.071,0.041,1.058,1.0612
1776664716,0.031033,-0.069725,0.977741,0.980715,0.07,0.038,1.066,1.069
1776664716,0.029545,-0.06842,0.978409,0.981243,0.066,0.038,1.067,1.0697
1776664716,0.03043,-0.069397,0.977371,0.980304,0.07,0.039,1.059,
1776664716,,,,,,,,1.062
1776664716,0.03043,-0.069397,0.977371,0.980304,0.068,0.032,1.059,
1776664716,,,,,,,,1.0617
1776664716,0.030884,-0.069897,0.978664,0.981643,0.072,,,
1776664716,,,,,,0.033,1.076,1.0789
1776664716,0.030884,-0.069897,0.978664,0.981643,0.07,0.034,1.059,1.0619
1776664716,0.029224,-0.069996,0.979195,0.982128,,,,
1776664716,,,,,0.071,0.035,1.062,1.0649
1776664716,0.030739,-0.069599,0.978931,0.981884,0.073,0.031,1.065,1.0679
1776664716,0.030739,-0.069599,0.978931,0.981884,0.074,,,
1776664716,,,,,,0.032,1.069,1.072
1776664716,0.030109,-0.068653,0.978783,0.981649,0.071,0.032,1.073,1.0758
1776664716,0.029449,-0.068615,0.978889,0.981733,0.074,0.03,1.074,1.077
1776664716,0.029449,-0.068615,0.978889,0.981733,0.071,0.029,1.078,1.0807
1776664716,0.030777,-0.06982,0.979137,0.982106,0.067,0.032,1.075,1.0776
1776664716,0.030777,-0.06982,0.979137,0.982106,0.066,0.036,1.069,1.0716
1776664716,0.029518,-0.07003,0.978508,0.981455,0.065,0.034,1.067,1.0695
1776664716,0.030437,-0.068649,0.978371,0.981248,0.067,0.036,1.065,1.0677
1776664716,0.030437,-0.068649,0.978371,0.981248,0.069,0.038,1.071,1.0739
1776664716,0.03072,-0.068607,0.97757,0.980456,0.066,0.037,1.071,1.0737
1776664716,0.029026,-0.068817,0.978848,0.981693,0.067,0.032,1.067,1.0696
