timestamp(ms),ADXL_X,ADXL_Y,ADXL_Z,ADXL_T,LIS_X,LIS_Y,LIS_Z,LIS_T
1776664720,0.01762,-0.061146,0.978291,0.980358,,,,
1776664720,,,,,0.052,0.009,1.074,1.0753
1776664720,0.01651,-0.061771,0.979507,0.981592,0.045,0.008,1.064,1.065
1776664720,0.017231,-0.061039,0.981045,0.983093,0.043,,,
1776664720,,,,,,0.01,1.07,1.0709
1776664720,0.017231,-0.061039,0.981045,0.983093,0.052,0.007,1.069,1.0703
1776664720,0.016342,-0.060989,0.979507,0.98154,0.047,,,
1776664720,,,,,,0.002,1.078,1.079
1776664720,0.016342,-0.060989,0.979507,0.98154,0.045,0.009,1.08,1.081
1776664720,0.017166,-0.059727,0.981762,,,,,
1776664720,,,,0.983727,0.047,0.007,1.067,1.0681
1776664720,0.016449,-0.060604,0.979111,0.981122,0.054,0.009,1.085,
1776664720,,,,,,,,1.0864
1776664720,0.016449,-0.060604,0.979111,0.981122,0.04,0.01,1.068,1.0688
1776664720,0.016541,-0.060677,0.979279,0.981296,0.049,0.009,1.066,1.0672
1776664720,0.01606,-0.05965,,,,,,
1776664720,,,0.978214,0.980163,0.043,0.006,1.074,1.0749
1776664720,0.01606,-0.05965,0.978214,0.980163,0.042,,,
1776664720,,,,,,0.009,1.073,1.0739
1776664720,0.017208,-0.05983,0.978485,,,,,
1776664720,,,,0.980464,0.049,0.011,1.066,1.0672
1776664720,0.017269,-0.060875,0.979233,0.981275,0.048,0.005,1.062,
1776664720,,,,,,,,1.0631
1776664720,0.017269,-0.060875,0.979233,0.981275,,,,
1776664720,,,,,0.052,0.012,1.064,1.0653
1776664720,0.017155,-0.06115,0.979584,0.98164,0.053,0.008,1.053,1.0544
1776664720,0.017155,-0.06115,0.979584,,,,,
1776664720,,,,0.98164,0.051,0.003,1.065,1.0662
1776664720,0.016449,-0.060207,0.980827,0.982811,0.05,0.008,1.066,1.0672
1776664720,0.016647,-0.059986,0.980438,,,,,
1776664720,,,,0.982413,0.051,0.008,1.067,1.0682
1776664720,0.016647,-0.059986,0.980438,0.982413,0.051,0.008,1.073,
1776664720,,,,,,,,1.0742
1776664720,0.016544,-0.060917,0.980148,,,,,
1776664720,,,,0.982179,0.049,0.005,1.074,1.0751
1776664720,0.016598,-0.059845,0.981148,0.983111,0.05,0.007,1.078,1.0792
1776664720,0.016598,-0.059845,0.981148,0.983111,,,,
1776664720,,,,,0.049,0.004,1.078,1.0791
1776664720,0.016911,-0.061218,0.980267,0.982322,0.053,0.004,1.072,1.0733
1776664720,0.016434,-0.060253,0.979111,,,,,
1776664720,,,,0.981101,0.053,0.005,1.073,1.0743
1776664720,0.016434,-0.060253,0.979111,0.981101,0.052,0.006,1.073,1.0743
1776664720,0.016918,-0.059811,0.980423,0.982391,0.05,,,
1776664720,,,,,,0.001,1.076,1.0772
1776664720,0.016918,-0.059811,0.980423,0.982391,0.05,0.002,1.074,1.0752
1776664720,0.016499,-0.060394,0.978149,,,,,
1776664720,,,,0.980151,0.049,0.006,1.076,1.0771
1776664720,0.017529,-0.061222,0.979439,0.981507,0.053,0.008,1.072,1.0733
1776664720,0.017529,-0.061222,0.979439,0.981507,,,,
1776664720,,,,,0.052,0.006,1.075,1.0763
1776664720,0.016308,-0.060425,,,,,,
1776664720,,,0.979885,0.981882,0.05,0.009,1.071,1.0722
1776664720,0.017433,-0.061001,0.978325,0.98038,0.049,,,
1776664720,,,,,,0.012,1.072,1.0732
1776664720,0.017433,-0.061001,0.978325,0.98038,0.053,0.007,1.07,1.0713
1776664720,0.017254,-0.059963,0.979454,0.98144,0.05,,,
1776664720,,,,,,0.007,1.069,1.0702
1776664720,0.017254,-0.059963,0.979454,0.98144,0.048,0.004,1.071,1.0721
1776664720,0.015408,-0.060204,,,,,,
1776664720,,,0.979492,0.981462,0.047,0.004,1.071,1.072
1776664720,0.017197,-0.061295,0.981396,0.983458,0.044,0.006,1.074,1.0749
1776664720,0.017197,-0.061295,0.981396,,,,,
1776664720,,,,0.983458,0.044,0.005,1.07,1.0709
1776664720,0.016129,-0.060478,0.98056,0.982556,0.049,0.011,1.068,1.0692
1776664720,0.016701,-0.059814,0.980507,,,,,
1776664720,,,,0.982472,0.049,0.009,1.069,1.0702
1776664720,0.016701,-0.059814,0.980507,0.982472,0.05,0.01,1.069,1.0702
1776664720,0.017036,-0.058907,0.979549,0.981467,,,,
1776664720,,,,,0.051,0.009,1.069,1.0703
1776664720,0.016071,,,,,,,
1776664720,0.016071,-0.060688,0.978825,0.980836,0.049,0.007,1.068,1.0691
1776664720,,-0.060688,0.978825,0.980836,0.049,0.004,1.071,1.0721
1776664720,0.016678,-0.061352,0.980244,0.982303,0.047,,,
1776664720,,,,,,0.008,1.069,1.0701
1776664720,0.016678,-0.061352,0.980244,0.982303,0.051,0.007,,
1776664720,,,,,,,1.069,1.0702
1776664720,0.016373,-0.061096,0.979317,0.981357,0.051,0.008,,
1776664720,,,,,,,1.069,1.0702
1776664720,0.017399,-0.05975,0.979572,0.981547,0.052,0.009,1.071,1.0723
1776664720,0.017399,-0.05975,0.979572,0.981547,0.054,,,
1776664720,,,,,,0.008,1.072,1.0734
1776664720,0.016918,,,,,,,
1776664720,,-0.060974,0.979145,0.981188,0.053,0.006,1.074,1.0753
1776664720,0.01593,-0.05962,0.980709,0.982649,0.055,0.006,,
1776664720,,,,,,,1.074,1.0754
1776664720,0.01593,,,,,,,
1776664720,,-0.05962,0.980709,0.982649,0.052,0.006,1.072,1.0733
1776664720,0.016762,-0.060829,0.979008,,,,,
1776664720,,,,0.981039,0.053,0.007,1.07,1.0713
1776664720,0.016834,,,,,,,
1776664720,,-0.061283,0.98101,0.983067,0.052,0.009,1.073,1.0743
1776664720,0.016834,-0.061283,,,,,,
1776664720,,,0.98101,0.983067,0.052,0.01,1.072,1.0733
1776664720,0.017925,,,,,,,
1776664720,,-0.061272,0.979614,0.981692,0.052,0.008,1.076,1.0773
1776664720,0.017925,-0.061272,0.979614,0.981692,0.051,0.008,1.073,
1776664720,,,,,,,,1.0742
1776664720,0.016953,,,,,,,
1776664720,,-0.06065,0.980171,0.982192,0.053,,,
1776664720,,,,,,0.005,1.073,1.0743
1776664720,0.017353,-0.061192,0.979187,0.981251,0.056,0.007,1.071,
1776664720,,,,,,,,1.0725
1776664720,0.017353,-0.061192,,,,,,
1776664720,,,0.979187,0.981251,0.055,0.01,1.074,1.0755
1776664720,0.017044,-0.06118,0.979237,,,,,
1776664720,,,,0.981294,0.052,0.01,1.073,1.0743
1776664720,0.017384,,,,,,,
1776664720,,-0.061485,0.98,0.98208,0.051,0.004,1.07,1.0712
1776664720,0.017384,-0.061485,0.98,0.98208,0.051,,,
1776664720,,,,,,0.006,1.071,1.0722
1776664720,0.017006,,,,,,,
1776664720,,-0.060188,0.979015,0.981011,0.049,0.007,1.07,1.0711
1776664720,0.017006,-0.060188,0.979015,0.981011,0.048,0.005,,
1776664720,,,,,,,1.068,1.0691
1776664720,0.017811,,,,,,,
1776664720,,-0.061852,0.979317,0.98143,0.051,0.009,1.066,1.0673
1776664720,0.017967,-0.062382,0.97887,0.981021,0.049,0.006,1.065,
1776664720,,,,,,,,1.0661
1776664720,0.017967,-0.062382,,,,,,
1776664720,,,0.97887,0.981021,0.053,0.009,1.075,1.0763
1776664720,0.017525,-0.061661,0.977577,0.979677,0.052,0.008,,
1776664720,,,,,,,1.064,1.0653
1776664720,0.017113,-0.060886,0.979969,0.982008,0.057,,,
1776664720,,,,,,0.006,1.069,1.0705
1776664720,0.017113,-0.060886,0.979969,0.982008,0.052,0.01,1.078,1.0793
1776664720,0.018131,,,,,,,
1776664720,,-0.061344,0.978832,0.98092,0.047,0.006,1.059,1.0601
1776664720,0.018555,-0.062817,0.978909,0.981097,0.055,0.012,,
1776664720,,,,,,,1.075,1.0765
1776664720,0.018555,,,,,,,
1776664720,,-0.062817,0.978909,0.981097,0.046,0.009,1.064,1.065
1776664720,0.018169,-0.062588,0.979404,0.98157,0.054,,,
1776664720,,,,,,0.012,1.058,1.0594
1776664720,0.018169,,,,,,,
1776664720,,-0.062588,0.979404,0.98157,0.059,0.008,1.058,1.0597
1776664720,0.01812,-0.061554,0.978569,0.98067,0.053,0.012,,
1776664720,,,,,,,1.059,1.0604
1776664720,0.017452,,,,,,,
1776664720,,-0.060528,0.978004,0.980031,0.057,0.014,1.058,1.0596
1776664720,0.017452,-0.060528,0.978004,0.980031,0.062,0.01,1.056,1.0579
1776664720,0.017982,-0.062752,,,,,,
1776664720,,,0.979942,0.982114,0.063,0.012,1.071,1.0729
1776664720,0.017872,-0.063496,0.979343,0.981562,0.059,0.005,1.058,1.0597
1776664720,0.017872,-0.063496,0.979343,0.981562,,,,
1776664720,,,,,0.067,0.003,1.076,1.0781
1776664720,0.01849,-0.061985,0.978745,0.98088,0.063,0.006,1.065,1.0669
1776664720,0.017666,-0.060524,0.977905,,,,,
1776664720,,,,0.979936,0.063,0.003,1.064,1.0659
1776664720,0.017666,-0.060524,0.977905,0.979936,0.062,0.004,1.073,1.0748
1776664720,0.017574,-0.06134,,,,,,
1776664720,,,0.978508,0.980586,0.056,0.007,1.06,1.0615
1776664720,0.017574,-0.06134,0.978508,0.980586,0.06,0.01,1.069,1.0707
1776664720,0.018234,,,,,,,
1776664720,,-0.062267,0.978447,0.980596,0.06,0.006,1.075,1.0767
1776664720,0.017311,-0.062145,0.979561,0.981683,0.058,0.007,1.077,1.0786
1776664720,0.017311,-0.062145,,,,,,
1776664720,,,0.979561,0.981683,0.05,0.003,1.079,1.0802
1776664720,0.018005,-0.061436,0.978935,0.981026,0.049,0.006,1.068,1.0691
1776664720,0.018589,-0.060497,0.978104,,,,,
1776664720,,,,0.980149,0.047,0.009,1.065,1.0661
1776664720,0.018589,-0.060497,0.978104,0.980149,0.051,0.005,1.069,1.0702
1776664720,0.0177,-0.060619,,,,,,
1776664720,,,0.98011,0.982143,0.055,0.009,1.069,1.0705
1776664720,0.0177,-0.060619,0.98011,0.982143,0.055,0.008,1.072,1.0734
1776664720,0.017799,-0.062088,0.979576,0.981703,,,,
1776664720,,,,,0.055,0.007,1.068,1.0694
1776664720,0.017544,-0.061901,0.980167,0.982277,0.052,0.009,1.07,1.0713
1776664720,0.017544,-0.061901,0.980167,0.982277,,,,
1776664720,,,,,0.054,0.006,1.07,1.0714
1776664720,0.017982,-0.060776,0.980328,0.982374,0.056,0.008,1.071,1.0725
1776664720,0.0177,-0.061371,0.978809,,,,,
1776664720,,,,0.980891,0.051,0.008,1.072,1.0732
1776664720,0.0177,-0.061371,0.978809,0.980891,0.054,0.008,1.074,1.0754
1776664720,0.01783,-0.061272,0.980865,0.982939,,,,
1776664720,,,,,0.051,0.007,1.072,1.0732
1776664720,0.016724,-0.06192,0.97897,0.981068,0.05,0.008,1.073,1.0742
1776664720,0.016724,-0.06192,0.97897,0.981068,,,,
1776664720,,,,,0.051,0.007,1.075,1.0762
1776664720,0.018265,-0.061348,0.979576,0.981665,0.05,0.008,1.073,1.0742
1776664720,0.018265,-0.061348,0.979576,0.981665,,,,
1776664720,,,,,0.051,0.009,1.072,1.0733
1776664720,0.017155,-0.060455,0.979198,0.981213,0.052,0.011,1.069,1.0703
1776664720,0.017628,-0.062107,0.9786,,,,,
1776664720,,,,0.980727,0.053,0.01,1.069,1.0704
1776664720,0.017628,-0.062107,0.9786,0.980727,0.054,0.008,1.07,1.0714
1776664720,0.018501,-0.061481,0.979935,0.982036,0.056,,,
1776664720,,,,,,0.008,1.07,1.0715
1776664720,0.016171,-0.061077,0.978989,0.981025,0.054,0.006,1.07,1.0714
1776664720,0.016171,-0.061077,0.978989,,,,,
1776664720,,,,0.981025,0.055,0.005,1.071,1.0724
1776664720,0.018631,-0.061081,0.979183,0.981263,0.055,0.005,1.071,1.0724
1776664720,0.017998,-0.061226,0.9795,,,,,
1776664720,,,,0.981577,0.055,0.003,1.069,1.0704
1776664720,0.017998,-0.061226,0.9795,0.981577,0.056,0.004,1.069,1.0705
1776664720,0.017521,-0.062122,0.979317,0.981441,,,,
1776664720,,,,,0.055,0.004,1.07,1.0714
1776664720,0.017521,-0.062122,0.979317,0.981441,0.053,0.006,1.068,1.0693
1776664720,0.018536,-0.062134,0.979122,0.981267,,,,
1776664720,,,,,0.054,0.005,1.073,1.0744
1776664720,0.016766,-0.060516,0.979279,0.98129,0.05,0.003,1.075,1.0762
1776664720,0.016766,-0.060516,0.979279,,,,,
1776664720,,,,0.98129,0.05,0.004,1.073,1.0742
1776664720,0.017761,-0.060776,0.97842,0.980467,0.054,0.006,1.075,1.0764
1776664720,0.017696,-0.061562,0.979645,0.981737,,,,
1776664720,,,,,0.051,0.003,1.075,1.0762
1776664720,0.017696,-0.061562,0.979645,0.981737,0.053,0.007,1.071,1.0723
1776664720,0.016987,-0.061817,0.97979,,,,,
1776664720,,,,0.981885,0.056,0.009,1.069,1.0705
1776664720,0.016987,-0.061817,0.97979,0.981885,0.055,0.01,1.069,1.0705
1776664720,0.018112,-0.062038,0.978947,,,,,
1776664720,,,,0.981078,0.052,0.006,1.068,1.0693
1776664720,0.01709,-0.06004,0.978962,0.98095,0.051,0.008,1.066,1.0672
1776664720,0.01709,-0.06004,0.978962,0.98095,,,,
1776664720,,,,,0.05,0.004,1.071,1.0722
1776664720,0.01722,-0.060509,0.978874,0.980894,0.053,0.006,1.069,1.0703
1776664720,0.018009,-0.062092,0.980549,0.982678,,,,
1776664720,,,,,0.052,0.008,1.072,1.0733
1776664720,0.018009,-0.062092,0.980549,0.982678,0.055,0.006,1.07,1.0714
1776664720,0.017342,-0.06242,0.97887,0.981012,,,,
1776664720,,,,,0.056,0.005,1.071,1.0725
1776664720,0.017902,-0.060768,0.979805,0.981851,0.052,0.006,1.07,1.0713
1776664720,0.017902,-0.060768,0.979805,0.981851,,,,
1776664720,,,,,0.052,0.005,1.068,1.0693
1776664720,0.018543,-0.060349,0.978767,0.980801,0.053,0.005,1.069,1.0703
1776664720,0.018543,-0.060349,0.978767,0.980801,,,,
1776664720,,,,,0.055,0.008,1.073,1.0744
1776664720,0.017742,-0.061745,0.978828,0.980934,0.054,0.007,1.068,1.0694
1776664720,0.017773,-0.061378,,,,,,
1776664720,,,0.980076,0.982157,0.053,0.008,1.072,1.0733
1776664720,0.017773,-0.061378,0.980076,0.982157,0.048,0.007,1.067,1.0681
1776664720,0.017395,,,,,,,
1776664720,,-0.062046,0.979473,0.981591,0.048,0.01,1.066,1.0671
1776664720,0.017757,-0.061752,0.980724,0.982827,0.057,,,
1776664720,,,,,,0.007,1.073,1.0745
1776664720,0.017757,-0.061752,,,,,,
1776664720,,,0.980724,0.982827,0.049,0.007,1.065,1.0661
1776664720,0.017635,-0.061172,0.979023,0.981091,0.059,0.009,1.077,1.0787
1776664720,0.017776,,,,,,,
1776664720,,-0.061172,0.980228,0.982296,0.051,0.007,1.079,1.0802
1776664720,0.017776,-0.061172,0.980228,0.982296,0.049,0.01,1.068,1.0692
1776664720,0.016407,-0.062294,0.979595,,,,,
1776664720,,,,0.981711,0.054,0.004,1.07,1.0714
1776664720,0.016407,-0.062294,0.979595,0.981711,0.049,0.003,1.07,1.0711
1776664720,0.017586,-0.06292,0.979115,,,,,
1776664720,,,,0.981292,0.052,0.003,1.076,1.0773
1776664720,0.017944,-0.060268,0.980209,0.982224,0.047,-0.001,1.063,1.064
1776664720,0.017944,-0.060268,,,,,,
1776664720,,,0.980209,0.982224,0.05,0.009,1.082,1.0832
1776664720,0.01746,-0.061508,0.978855,0.980941,0.054,0.004,1.075,1.0764
1776664720,0.018307,-0.06134,0.979675,0.981764,,,,
1776664720,,,,,0.061,0.008,1.068,1.0698
1776664720,0.018307,-0.06134,0.979675,0.981764,0.054,0.009,1.075,1.0764
1776664720,0.016582,-0.061291,0.979774,,,,,
1776664720,,,,0.98183,0.046,0.012,1.058,1.0591
1776664720,0.017578,-0.061142,0.980259,0.982321,0.057,0.012,1.057,1.0586
1776664720,0.017578,-0.061142,,,,,,
1776664720,,,0.980259,0.982321,0.045,0.005,1.062,1.063
1776664720,0.018349,-0.061447,0.979156,0.981254,0.053,0.01,1.065,1.0664
1776664720,0.018349,-0.061447,,,,,,
1776664720,,,0.979156,0.981254,0.057,0.007,1.06,1.0616
1776664720,0.017166,-0.060566,0.97998,0.982,0.055,0.009,1.064,1.0655
1776664720,0.01812,-0.06139,0.978943,0.981033,,,,
1776664720,,,,,0.059,0.011,1.065,1.0667
1776664720,0.01812,-0.06139,0.978943,0.981033,0.056,0.008,1.067,1.0685
1776664720,0.016602,-0.061115,0.979412,,,,,
1776664720,,,,0.981457,0.056,0.011,1.065,1.0665
1776664720,0.017017,-0.060326,0.979618,0.981621,0.059,0.008,1.065,1.0667
1776664720,0.017017,-0.060326,0.979618,,,,,
1776664720,0.017704,-0.060947,0.979229,0.981621,0.052,0.007,1.068,1.0693
1776664720,0.017704,-0.060947,0.979229,0.981284,0.056,0.007,1.071,1.0725
1776664720,,,,,0.054,0.006,1.07,1.0714
1776664720,0.017113,-0.061504,0.979599,0.981677,0.052,0.006,1.073,1.0743
1776664720,0.017963,-0.061649,0.979134,0.981237,0.05,,,
1776664720,,,,,,0.007,1.076,1.0772
1776664720,0.017963,,,,,,,
1776664720,,-0.061649,0.979134,0.981237,0.049,0.007,1.072,1.0731
1776664720,0.017212,-0.060081,0.979778,0.98177,0.049,0.012,1.075,
1776664720,,,,,,,,1.0762
1776664720,0.017334,-0.060673,0.979229,0.98126,0.051,0.008,,
1776664720,,,,,,,1.073,1.0742
1776664720,0.017334,-0.060673,0.979229,,,,,
1776664720,,,,0.98126,0.052,0.007,1.073,
1776664720,,,,,,,,1.0743
1776664720,0.017277,-0.061646,0.98016,0.982248,0.05,0.005,1.073,1.0742
1776664720,0.017757,-0.061417,0.980648,0.98273,0.05,0.006,1.069,
1776664720,,,,,,,,1.0702
1776664720,0.017757,-0.061417,0.980648,,,,,
1776664720,,,,0.98273,0.052,0.004,1.073,1.0743
1776664720,0.017559,-0.061852,0.978977,0.981086,0.051,0.003,1.074,1.0752
1776664720,0.017559,-0.061852,0.978977,0.981086,0.052,0.005,1.072,
1776664720,,,,,,,,1.0733
1776664720,0.017967,,,,,,,
1776664720,,-0.06057,0.979382,0.981417,0.05,0.004,1.071,1.0722
1776664720,0.017658,-0.060467,0.978268,0.980294,0.048,0.005,,
1776664720,,,,,,,1.073,1.0741
1776664720,0.017658,,,,,,,
1776664720,,-0.060467,0.978268,0.980294,0.052,0.005,1.075,1.0763
1776664720,0.017624,-0.061752,0.978855,0.980959,0.052,,,
1776664720,,,,,,0.005,1.072,1.0733
1776664720,0.01775,,,,,,,
1776664720,,-0.062397,0.979179,0.981326,0.052,0.005,1.069,1.0703
1776664720,0.01775,-0.062397,0.979179,0.981326,0.05,0.006,,
1776664720,,,,,,,1.072,1.0732
1776664720,0.017891,-0.061192,0.979416,0.981489,0.05,0.003,,
1776664720,,,,,,,1.07,1.0712
1776664720,0.018127,-0.060966,0.978954,0.981018,0.051,,,
1776664720,,,,,,0.007,1.07,1.0712
1776664720,0.018127,-0.060966,0.978954,0.981018,0.051,0.007,1.066,1.0672
1776664720,0.017525,-0.061234,0.979576,0.981645,0.049,0.008,1.068,
1776664720,,,,,,,,1.0692
1776664720,0.017525,-0.061234,,,,,,
1776664720,,,0.979576,0.981645,0.048,0.009,1.071,1.0721
1776664720,0.017082,-0.06197,0.979744,0.98185,0.053,0.009,1.073,1.0743
1776664720,0.017818,-0.061871,0.980305,,,,,
1776664720,,,,0.982417,0.054,0.007,1.071,1.0724
1776664720,0.017818,-0.061871,0.980305,0.982417,0.05,0.009,1.07,1.0712
1776664720,0.017506,-0.061218,,,,,,
1776664720,,,0.98016,0.982226,0.052,0.006,1.067,1.0683
1776664720,0.018593,-0.061432,0.979385,0.981486,,,,
1776664720,,,,,0.052,0.008,1.067,1.0683
1776664720,0.018593,,,,,,,
1776664720,,-0.061432,0.979385,0.981486,0.05,0.004,1.069,1.0702
1776664720,0.018242,-0.061169,0.979042,0.981121,0.052,0.007,1.071,
1776664720,,,,,,,,1.0723
1776664720,0.018242,-0.061169,0.979042,0.981121,0.052,0.007,1.07,1.0713
1776664720,0.017181,-0.062325,0.978527,0.98066,0.052,0.009,1.067,
1776664720,,,,,,,,1.0683
1776664720,0.018066,-0.06218,0.979565,,,,,
1776664720,,,,0.981702,0.052,0.007,1.067,1.0683
1776664720,0.018066,-0.06218,0.979565,0.981702,0.052,0.008,1.07,
1776664720,,,,,,,,1.0713
1776664720,0.018158,-0.061981,,,,,,
1776664720,,,0.978596,0.980725,0.05,0.009,1.072,1.0732
1776664720,0.017887,-0.061733,0.978863,0.980971,0.049,0.009,,
1776664720,,,,,,,1.066,1.0672
1776664720,0.017887,-0.061733,,,,,,
1776664720,,,0.978863,0.980971,0.049,0.011,1.063,1.0642
1776664720,0.018776,-0.061584,0.979324,0.981438,0.053,0.008,1.067,1.0683
1776664720,0.01749,-0.062027,0.97818,0.980301,,,,
1776664720,,,,,0.054,0.008,1.068,1.0694
1776664720,0.01749,-0.062027,0.97818,0.980301,0.054,,,
1776664720,,,,,,0.007,1.067,1.0684
1776664720,0.016998,,,,,,,
1776664720,,-0.06097,0.979397,0.98144,0.056,0.007,1.07,
1776664720,,,,,,,,1.0715
1776664720,0.016998,-0.06097,0.979397,,,,,
1776664720,,,,0.98144,0.047,0.003,1.073,
1776664720,,,,,,,,1.074
1776664720,0.018166,-0.061386,0.979874,0.981963,0.052,0.005,1.072,1.0733
1776664720,0.018085,-0.06134,0.979649,0.981734,0.053,0.006,1.067,
1776664720,,,,,,,,1.0683
1776664720,0.018085,,,,,,,
1776664720,,-0.06134,0.979649,0.981734,0.051,0.008,1.077,1.0782
1776664720,0.017879,-0.061646,0.979427,0.981528,0.052,,,
1776664720,,,,,,0.008,1.072,1.0733
1776664720,0.017941,,,,,,,
1776664720,,-0.061398,0.980179,0.982264,0.056,0.003,1.073,1.0745
1776664720,0.017941,-0.061398,0.980179,0.982264,0.055,0.005,1.084,1.0854
1776664720,0.0172,-0.05994,,,,,,
1776664720,,,0.980011,0.981993,0.049,0.007,1.071,1.0721
1776664720,0.018223,-0.061302,0.978573,0.98066,0.062,0.004,1.079,1.0808
1776664720,0.018223,-0.061302,0.978573,,,,,
1776664720,,,,0.98066,0.054,0.006,1.076,1.0774
1776664720,0.017406,-0.061214,0.981064,0.983126,0.049,0.01,1.084,1.0852
1776664720,0.017406,-0.061214,0.981064,0.983126,,,,
1776664720,,,,,0.056,0.003,1.088,1.0894
1776664720,0.018581,-0.061504,0.979271,0.981376,0.048,0.002,1.085,
1776664720,,,,,,,,1.0861
1776664720,0.016018,-0.060524,0.979652,,,,,
1776664720,,,,0.981651,0.05,0.008,1.085,1.0862
1776664720,0.016018,-0.060524,0.979652,0.981651,0.049,0.004,1.069,1.0701
1776664720,0.016781,,,,,,,
1776664720,,-0.05983,0.981247,0.983212,0.048,0.004,1.084,1.0851
1776664720,0.017914,-0.06155,0.97818,0.980278,0.041,0.007,1.068,1.0688
1776664720,0.017914,-0.06155,0.97818,,,,,
1776664720,,,,0.980278,0.045,0.004,1.073,1.074
1776664720,0.01688,-0.060009,0.982101,0.984078,0.049,0.007,1.076,1.0771
1776664720,0.01688,-0.060009,0.982101,,,,,
1776664720,,,,0.984078,0.047,0.002,1.06,1.061
1776664720,0.018005,-0.062183,0.979057,0.981195,0.057,0.005,1.074,1.0755
1776664720,0.017403,-0.060539,0.979538,0.981561,,,,
1776664720,,,,,0.048,0.007,1.065,1.0661
1776664720,0.017403,-0.060539,0.979538,0.981561,0.054,0.01,1.066,1.0674
1776664720,0.01841,-0.060638,0.978237,,,,,
1776664720,,,,0.980288,0.052,0.009,1.076,1.0773
1776664720,0.016899,-0.059727,0.980015,0.981979,0.052,0.006,1.074,1.0753
1776664720,0.016899,-0.059727,0.980015,,,,,
1776664720,,,,0.981979,0.054,0.012,1.073,1.0744
1776664720,0.018063,-0.062965,0.979725,0.981912,0.05,0.013,1.066,1.0673
1776664720,0.017033,-0.060757,,,,,,
1776664720,,,0.980541,0.982569,0.053,0.01,1.068,1.0694
1776664720,0.017033,-0.060757,0.980541,0.982569,0.052,0.01,1.065,1.0663
1776664720,0.017811,-0.061497,0.978867,,,,,
1776664720,,,,0.980958,0.052,0.005,1.063,1.0643
1776664720,0.017811,-0.061497,0.978867,0.980958,0.054,0.004,1.07,1.0714
1776664720,0.018394,-0.059589,,,,,,
1776664720,,,0.979218,0.981201,0.05,0.004,1.073,1.0742
1776664720,0.017101,-0.061062,0.978703,0.980755,0.048,0.008,1.074,1.0751
1776664720,0.017101,-0.061062,0.978703,0.980755,,,,
1776664720,,,,,0.053,0.008,1.073,1.0743
1776664720,0.017582,-0.062592,0.979713,0.981868,0.054,0.005,1.073,1.0744
1776664720,0.017723,-0.061687,0.980137,,,,,
1776664720,,,,0.982236,0.056,0.011,1.071,1.0725
1776664720,0.017723,-0.061687,0.980137,0.982236,0.055,0.009,1.074,1.0754
1776664720,0.01857,-0.06097,0.978916,,,,,
1776664720,,,,0.980989,0.054,0.007,1.074,1.0754
1776664720,0.01862,-0.061256,0.978718,0.98081,0.055,,,
1776664720,,,,,,0.004,1.073,1.0744
1776664720,0.01862,-0.061256,0.978718,0.98081,,,,
1776664720,,,,,0.056,0.003,1.071,1.0725
1776664720,0.017166,-0.061062,0.979362,0.981414,0.058,0.004,1.073,1.0746
1776664720,0.017166,-0.061062,0.979362,,,,,
1776664720,,,,0.981414,0.054,0.005,1.073,1.0744
1776664720,0.01807,-0.062374,0.978428,0.980581,0.05,0.007,1.072,1.0732
1776664720,0.018906,-0.061577,,,,,,
1776664720,,,0.979767,0.981882,0.055,0.008,1.069,1.0704
1776664720,0.018906,-0.061577,0.979767,0.981882,0.055,0.006,1.071,1.0724
1776664720,0.018402,-0.061081,0.979729,,,,,
1776664720,,,,0.981803,0.051,0.006,1.071,1.0722
1776664720,0.01825,-0.062439,0.979759,0.981916,0.056,0.01,1.071,1.0725
1776664720,0.01825,-0.062439,0.979759,,,,,
1776664720,,,,0.981916,0.055,0.008,1.069,1.0704
1776664720,0.018162,-0.062378,0.979244,0.981397,0.057,0.008,1.069,1.0705
1776664720,0.018162,-0.062378,0.979244,0.981397,,,,
1776664720,,,,,0.052,0.006,1.07,1.0713
1776664720,0.016899,-0.06094,0.980152,0.98219,0.053,0.009,1.07,1.0713
1776664720,0.018425,-0.061211,,,,,,
1776664720,,,0.979267,0.981351,0.053,0.012,1.072,1.0734
1776664720,0.018425,-0.061211,0.979267,0.981351,0.052,0.01,1.072,1.0733
1776664720,0.018867,-0.061802,,,,,,
1776664720,,,0.978527,0.980658,0.051,0.01,1.074,1.0753
1776664720,0.018524,-0.062233,0.979813,0.981962,0.057,0.01,1.066,1.0676
1776664720,0.018524,,,,,,,
1776664720,,-0.062233,0.979813,0.981962,0.057,0.006,1.071,1.0725
1776664720,0.018475,-0.06237,0.978413,0.980573,0.054,0.006,1.072,1.0734
1776664720,0.018009,-0.06118,0.979225,,,,,
1776664720,,,,0.9813,0.049,0.003,1.071,1.0721
1776664720,0.018009,-0.06118,0.979225,0.9813,0.052,0.008,1.07,1.0713
1776664720,0.018936,-0.060459,0.979088,,,,,
1776664720,,,,0.981135,0.051,0.005,1.069,1.0702
1776664720,0.018936,-0.060459,0.979088,0.981135,0.052,0.008,1.07,1.0713
1776664720,0.019112,-0.061832,0.979015,,,,,
1776664720,,,,0.981152,0.051,0.004,1.067,1.0682
1776664720,0.018635,-0.062893,0.979668,,,,,
1776664720,,,,0.981861,0.051,0.008,1.067,1.0682
1776664720,0.018635,-0.062893,0.979668,0.981861,0.052,0.007,1.069,1.0703
1776664720,0.019409,,,,,,,
