1279770000,-0.003066,0.030018,0.633537,0.634255
1279772000,0.008909,0.011309,0.647573,0.647733
1279774000,0.01133,0.013484,0.669601,0.669833
1279776000,0.002301,0.017726,0.686805,0.687038
1279778000,-0.003351,0.00367,0.701329,0.701347
1279780000,-0.001212,0.000146,0.725388,0.725389
1279782000,0.009011,-0.022484,0.750396,0.750787
1279784000,0.016327,-0.01082,0.776366,0.776613
1279786000,0.006204,0.023723,0.811743,0.812113
1279788000,0.00381,0.032816,0.841133,0.841781
1279790000,0.017926,0.033604,0.86248,0.863321
1279792000,0.021132,0.008511,0.894721,0.895011
1279794000,0.020588,0.007007,0.931734,0.931988
1279796000,0.014683,0.012507,0.964366,0.964559
1279798000,0.008934,0.018509,1.005182,1.005392
1279800000,0.02141,0.017649,1.034738,1.03511
1279802000,0.031489,0.003746,1.054966,1.055442
1279804000,0.027069,0.016727,1.088956,1.089421
1279806000,0.019193,0.022426,1.116575,1.116966
1279808000,0.017291,0.026901,1.141962,1.142409
1279810000,0.028537,0.020745,1.178697,1.179225
1279812000,0.029279,0.014281,1.206361,1.206801
1279814000,0.023973,0.009844,1.227085,1.227358
1279816000,0.025196,0.014852,1.258306,1.258646
1279818000,0.022174,0.015634,1.271082,1.271371
1279820000,0.031075,0.018607,1.278509,1.279022
1279822000,0.033897,0.024391,1.30872,1.309386
1279824000,0.033619,0.007591,1.335349,1.335793
1279826000,0.029911,0.034135,1.366933,1.367686
1279828000,0.0227,0.03766,1.386418,1.387115
1279830000,0.040095,0.014943,1.386856,1.387516
1279832000,0.037838,0.006083,1.41171,1.41223
1279834000,0.027903,0.011422,1.433586,1.433903
1279836000,0.033932,0.034293,1.438778,1.439587
1279838000,0.027647,0.036215,1.45716,1.457872
1279840000,0.038771,0.017341,1.467683,1.468297
1279842000,0.045028,0.011194,1.47047,1.471202
1279844000,0.031036,0.025653,1.473965,1.474515
1279846000,0.028809,0.026151,1.466266,1.466782
1279848000,0.026377,0.026184,1.471215,1.471684
1279850000,0.039106,0.01493,1.470514,1.47111
1279852000,0.045579,0.015209,1.46087,1.46166
1279854000,0.028082,0.032443,1.459158,1.459789
1279856000,0.02787,0.02873,1.446837,1.447391
1279858000,0.029204,0.016989,1.440147,1.440543
1279860000,0.031505,0.002551,1.420038,1.42039
1279862000,0.037455,0.00903,1.400756,1.401286
1279864000,0.024732,0.027144,1.405547,1.406026
1279866000,0.025533,0.024793,1.394431,1.394885
1279868000,0.033855,0.019497,1.378143,1.378697
1279870000,0.03049,0.024869,1.35648,1.357051
1279872000,0.031576,0.024983,1.328952,1.329562
1279874000,0.024759,0.022146,1.321344,1.321762
1279876000,0.022928,0.020503,1.30725,1.307612
1279878000,0.029607,0.017571,1.283559,1.284021
1279880000,0.023357,0.019667,1.264062,1.26443
1279882000,0.024909,0.015614,1.237018,1.237367
1279884000,0.03061,0.007011,1.2101,1.210507
1279886000,0.021706,0.023109,1.189155,1.189578
1279888000,0.013994,0.029839,1.158422,1.158891
1279890000,0.016179,0.015708,1.123504,1.12373
1279892000,0.025642,0.012503,1.103244,1.103613
1279894000,0.027598,0.005294,1.074499,1.074866
1279896000,0.011402,0.010833,1.042299,1.042418
1279898000,0.000714,0.014884,1.013149,1.013258
1279900000,0.011183,-0.004486,0.968205,0.96828
1279902000,0.018487,-0.011876,0.931449,0.931708
1279904000,0.012853,-0.003778,0.916202,0.9163
1279906000,0.004934,0.018353,0.896983,0.897185
1279908000,0.001121,0.029256,0.871923,0.872414
1279910000,0.011027,0.006534,0.843366,0.843463
1279912000,0.014363,-0.012402,0.808206,0.808429
1279914000,0.002552,-0.017778,0.775496,0.775703
1279916000,-0.002065,0.000439,0.754554,0.754557
1279918000,-0.003984,0.01996,0.743613,0.743892
1279920000,0.003061,0.004018,0.721593,0.721611
1279922000,0.013272,0.001443,0.701055,0.701182
1279924000,0.003974,0.018085,0.680195,0.680447
1279926000,-0.002383,0.02709,0.646797,0.647368
1279928000,-0.006465,0.015836,0.628881,0.629113
1279930000,-0.005464,-0.002486,0.607537,0.607566
1279932000,0.004483,0.003814,0.576558,0.576588
1279934000,-0.000597,0.017064,0.570774,0.571029
1279936000,-0.005322,0.02087,0.562778,0.56319
1279938000,-0.009833,0.007328,0.538722,0.538862
1279940000,-0.010392,0.000684,0.520497,0.520601
1279942000,0.000426,0.003748,0.498574,0.498589
1279944000,-0.005334,0.004568,0.48621,0.486261
1279946000,-0.01513,0.001121,0.492765,0.492999
1279948000,-0.01148,0.005163,0.497876,0.498036
1279950000,-0.006604,0.01895,0.498184,0.498588
1279952000,-0.00103,0.01154,0.496378,0.496513
1279954000,-0.001434,-0.003191,0.49998,0.499992
1279956000,-0.009937,-0.000439,0.505962,0.50606
1279958000,-0.013091,0.010309,0.509836,0.510109
1279960000,-0.004467,0.000188,0.518764,0.518783
1279962000,0.006396,0.010442,0.54156,0.541699
1279964000,0.00167,0.021983,0.560924,0.561357
1279966000,-0.010097,0.022688,0.566096,0.566641
1279968000,-0.008987,0.039775,0.575669,0.577112
1279970000,0.005346,-0.009401,0.571932,0.572035
1279972000,0.013206,-0.006028,0.583418,0.583599
1279974000,-0.008609,0.014929,0.620122,0.620361
1279976000,-0.011055,0.012503,0.631945,0.632166
1279978000,0.006446,0.026771,0.643178,0.643768
1279980000,0.005794,-0.008257,0.665108,0.665185
1279982000,0.012545,0.011866,0.681934,0.682153
1279984000,-0.000159,0.007033,0.699953,0.699988
1279986000,-0.006087,0.017256,0.737504,0.737731
1279988000,0.010503,0.017567,0.769612,0.769885
1279990000,0.012636,-0.006984,0.790995,0.791127
1279992000,0.015103,0.016511,0.826376,0.826679
1279994000,0.011566,0.005841,0.853679,0.853777
1279996000,0.007375,0.024713,0.887247,0.887622
1279998000,0.014388,0.012266,0.927245,0.927438
1280000000,0.0225,0.00948,0.952594,0.952907
1280002000,0.019873,0.023321,0.977549,0.978029
1280004000,0.022114,0.018336,1.016611,1.017017
1280006000,0.023222,0.037184,1.049109,1.050024
1280008000,0.014186,0.0126,1.063679,1.063848
1280010000,0.023998,0.008421,1.088071,1.088368
1280012000,0.027559,0.003156,1.114815,1.11516
1280014000,0.02325,0.004871,1.135777,1.136026
1280016000,0.020627,0.013181,1.162951,1.163209
1280018000,0.017246,0.016745,1.187817,1.18806
1280020000,0.03077,0.02205,1.204953,1.205547
1280022000,0.035812,0.008827,1.225831,1.226386
1280024000,0.023901,0.013463,1.256211,1.256511
1280026000,0.020207,0.013258,1.27831,1.278538
1280028000,0.026007,0.027029,1.305218,1.305757
1280030000,0.034642,0.013589,1.331686,1.332206
1280032000,0.03913,0.009494,1.354063,1.354661
1280034000,0.031476,0.019591,1.383858,1.384354
1280036000,0.031172,0.034606,1.399925,1.4007
1280038000,0.030666,0.034129,1.414904,1.415648
1280040000,0.03132,0.008,1.42608,1.426446
1280042000,0.040699,0.012228,1.430626,1.431257
1280044000,0.037194,0.019753,1.450198,1.450809
1280046000,0.033571,0.037203,1.468814,1.469668
1280048000,0.02966,0.023788,1.471568,1.472059
1280050000,0.030504,0.007922,1.464291,1.46463
1280052000,0.040747,0.009838,1.456577,1.45718
1280054000,0.036886,0.016329,1.454425,1.454984
1280056000,0.027083,0.033122,1.460909,1.461536
1280058000,0.028451,0.028421,1.469342,1.469893
1280060000,0.035704,0.025534,1.459654,1.460314
1280062000,0.041356,0.017649,1.446088,1.446787
1280064000,0.033664,0.01125,1.441127,1.441564
1280066000,0.021959,0.012277,1.434233,1.434454
1280068000,0.026792,0.011533,1.427706,1.428004
1280070000,0.033307,0.018684,1.423267,1.423779
1280072000,0.03409,0.020323,1.407413,1.407973
1280074000,0.036421,0.018786,1.392787,1.39339
1280076000,0.033582,0.039086,1.38825,1.389206
1280078000,0.025165,0.042809,1.366522,1.367424
1280080000,0.027583,0.027244,1.335083,1.335646
1280082000,0.030422,0.023102,1.313648,1.314203
1280084000,0.028959,0.006239,1.293509,1.293848
1280086000,0.030369,0.017952,1.272274,1.272763
1280088000,0.017126,0.023744,1.255503,1.255844
1280090000,0.017234,0.018683,1.221741,1.222005
1280092000,0.032883,0.016377,1.184329,1.184899
1280094000,0.028591,0.018855,1.165635,1.166138
1280096000,0.015323,0.028752,1.137117,1.137584
1280098000,0.009478,0.015947,1.113123,1.113278
1280100000,0.017946,0.017106,1.098101,1.09838
1280102000,0.027766,-0.001386,1.06148,1.061844
1280104000,0.01845,-0.010137,1.029014,1.02923
1280106000,0.002113,0.000977,1.005364,1.005367
1280108000,0.006627,0.002666,0.952884,0.952911
1280110000,0.017074,0.008661,0.91201,0.912211
1280112000,0.013896,0.010348,0.898076,0.898243
1280114000,0.008356,0.019396,0.872594,0.87285
1280116000,0.003597,0.014127,0.845314,0.84544
1280118000,0.001472,-0.007934,0.80038,0.800421
1280120000,0.003447,-0.017829,0.761773,0.76199
1280122000,0.007331,-0.007242,0.745313,0.745385
1280124000,0.002267,0.01319,0.722938,0.723062
1280126000,-0.004467,0.027103,0.708499,0.709031
1280128000,0.001185,0.019231,0.687931,0.688201
1280130000,0.005704,0.01339,0.652902,0.653065
1280132000,0.004238,0.005617,0.622425,0.622465
1280134000,-0.002428,0.000744,0.603978,0.603983
1280136000,-0.015477,0.010022,0.590778,0.591065
1280138000,-0.010466,0.007862,0.578447,0.578595
1280140000,0.00511,0.004465,0.567253,0.567294
1280142000,0.002818,0.001658,0.551693,0.551702
1280144000,-0.005942,0.008904,0.535716,0.535823
1280146000,-0.014494,0.016954,0.525123,0.525596
1280148000,-0.010726,0.012555,0.508055,0.508323
1280150000,-0.001831,-0.004671,0.493092,0.493118
1280152000,-0.005371,-0.006873,0.500274,0.50035
1280154000,-0.00748,0.006959,0.501798,0.501902
1280156000,-0.00837,0.012636,0.504393,0.504621
1280158000,-0.009956,0.00628,0.508832,0.508968
1280160000,-0.004386,-0.006793,0.494052,0.494118
1280162000,-0.002349,-0.001969,0.491603,0.491613
1280164000,-0.005692,0.010836,0.497988,0.498139
1280166000,-0.012127,0.019152,0.505652,0.50616
1280168000,-0.010812,0.019153,0.523421,0.523883
